SpatialDimValueCode,Location,Period,Sanitation,GdpPerCapita,PositiveCoef,NegativeCoef,ImmunizationMean,SmoothingLifeExpectancy,Reg_AFR,Reg_EUR
CAF,Central African Republic,2023,13.037823984614766,478.79668438196813,0.8076342175256936,0.9297369293644443,42.71192708278687,54.06487977582226,1.0,0.0
CAN,Canada,2021,98.58596011117993,43116.771781622134,0.9189966931345577,0.7572682234558528,91.48918854081924,81.2252996999507,0.0,0.0
CAN,Canada,2022,98.501292105819,42196.43300648055,0.9189966931345577,0.7572682234558528,91.64199085100256,81.05864096496742,0.0,0.0
CAN,Canada,2023,98.4170474404849,41285.29761909038,0.9189966931345577,0.7572682234558528,91.76423269914923,80.91491944624858,0.0,0.0
CHE,Switzerland,2021,99.90013994391012,86495.89125969594,0.9416927117629733,0.662908703572076,96.47513630736894,82.66797873982813,0.0,1.0
CHE,Switzerland,2022,99.9002183726911,87291.33724576024,0.9416927117629733,0.662908703572076,96.66364688735828,82.51055340522294,0.0,1.0
CHE,Switzerland,2023,99.90029601718427,88078.82877196388,0.9416927117629733,0.662908703572076,96.81445535134975,82.38461313753878,0.0,1.0
CHL,Chile,2021,100.0418255172327,12609.075036657812,0.8847383150278569,0.750322731969296,92.0944837404744,79.75199585704712,0.0,0.0
CHL,Chile,2022,100.06657862255746,11874.773084366712,0.8847383150278569,0.750322731969296,91.46143134499472,79.48287208114705,0.0,0.0
CHL,Chile,2023,100.0899636297227,11144.874528259454,0.8847383150278569,0.750322731969296,90.95498942861099,79.26757306042698,0.0,0.0
CHN,China,2021,94.43669304705323,10871.343035562364,0.8393809292452143,0.7919799432297766,98.99999175892181,77.6465196691299,0.0,0.0
CHN,China,2022,96.00683586838173,11276.628830498114,0.8393809292452143,0.7919799432297766,98.99999177773773,77.80428248189982,0.0,0.0
CHN,China,2023,97.56912797560359,11678.575715169038,0.8393809292452143,0.7919799432297766,98.99999179279048,77.95549689145199,0.0,0.0
CIV,Cote d'Ivoire,2021,36.44197264924064,2214.4239096965903,0.7748627984238216,0.8769305924256335,64.1717159625676,63.659482972612906,1.0,0.0
CIV,Cote d'Ivoire,2022,37.263781745914564,2240.2470243529215,0.7748627984238216,0.8769305924256335,61.03991182279185,63.88722521258928,1.0,0.0
CIV,Cote d'Ivoire,2023,38.08148179710512,2260.9055164134356,0.7748627984238216,0.8769305924256335,58.53446845621333,64.10480733968872,1.0,0.0
CMR,Cameroon,2021,42.89661640006245,1558.6519529225943,0.7817025346778296,0.8457171154604446,65.58372778058305,62.71854385513993,1.0,0.0
CMR,Cameroon,2022,43.142614115165735,1558.5695247371723,0.7817025346778296,0.8457171154604446,65.32622980359193,63.16802458188631,1.0,0.0
CMR,Cameroon,2023,43.38738184169351,1558.5035821888348,0.7817025346778296,0.8457171154604446,65.12023142199904,63.612769661682236,1.0,0.0
COD,Democratic Republic of the Congo,2021,15.824923781198516,515.4090940534294,0.6990978858709863,0.9012556088165015,67.9764575977634,62.42515564806494,1.0,0.0
COD,Democratic Republic of the Congo,2022,15.53658014778451,512.7269134881941,0.6990978858709863,0.9012556088165015,67.57499395972042,62.765980630683806,1.0,0.0
COD,Democratic Republic of the Congo,2023,15.25447866579397,510.5811690360059,0.6990978858709863,0.9012556088165015,67.25382304887958,63.103598292108224,1.0,0.0
COG,Congo,2021,20.624943140010696,1907.0959558190254,0.7656670146995054,0.8808753596115783,71.22778054744175,63.49560670561949,1.0,0.0
COG,Congo,2022,20.761131866281772,1771.6304806316048,0.7656670146995054,0.8808753596115783,70.37590377948588,63.692879055638635,1.0,0.0
COG,Congo,2023,20.893725066118527,1663.2581004816682,0.7656670146995054,0.8808753596115783,69.69440236512119,63.87738861705297,1.0,0.0
COL,Colombia,2021,93.86267098229357,5051.17077556516,0.8926475367074168,0.4113630060602562,88.01492854745396,75.82804820412079,0.0,0.0
COL,Colombia,2022,94.71180305318386,4638.092435896516,0.8926475367074168,0.4113630060602562,86.75419534980136,75.27820278550038,0.0,0.0
COL,Colombia,2023,95.55668946371969,4270.097973957618,0.8926475367074168,0.4113630060602562,85.74560879167927,74.79204707427695,0.0,0.0
COM,Comoros,2021,40.673557908444984,1540.108532752159,0.7758883637075914,0.803912513042063,69.82968022904635,68.40423229780154,1.0,0.0
COM,Comoros,2022,41.54668765439234,1547.9976652285436,0.7758883637075914,0.803912513042063,68.48114186135632,68.4984017265205,1.0,0.0
COM,Comoros,2023,42.30678149711156,1554.3089712096512,0.7758883637075914,0.803912513042063,67.40231116720429,68.58192304786277,1.0,0.0
CPV,Cabo Verde,2021,82.99284394040573,3462.2138918738847,0.8402823887748663,0.7431628798743087,93.48146290129051,73.51340376529912,1.0,0.0
CPV,Cabo Verde,2022,85.0553568567744,3281.994034493139,0.8402823887748663,0.7431628798743087,92.64258856061808,73.36414102985579,1.0,0.0
CPV,Cabo Verde,2023,87.10439471332138,3137.8181485885434,0.8402823887748663,0.7431628798743087,91.97148908808015,73.2430577360026,1.0,0.0
CRI,Costa Rica,2021,98.21183232942403,12448.39880207568,0.89791622639599,0.7938450080831495,96.65295324259931,79.94247436952382,0.0,0.0
CRI,Costa Rica,2022,98.38987557860348,12395.24491124453,0.89791622639599,0.7938450080831495,97.03239874587506,79.8655933876768,0.0,0.0
CRI,Costa Rica,2023,98.565546596943,12345.699025799111,0.89791622639599,0.7938450080831495,97.3359551491274,79.80408860219917,0.0,0.0
CUB,Cuba,2021,91.63872195538426,9955.720241760404,0.8968674030708412,0.8322057488944931,98.24241585573414,77.59551034043203,0.0,0.0
CUB,Cuba,2022,92.12513662143508,10305.485294705706,0.8968674030708412,0.8322057488944931,98.08209086250854,77.56255954947956,0.0,0.0
CUB,Cuba,2023,92.60911921415563,10653.191502543417,0.8968674030708412,0.8322057488944931,97.95383086792805,77.53619891671757,0.0,0.0
CYP,Cyprus,2021,99.39321419296321,29185.120519225184,0.8787337875861527,0.8504306325688888,91.32488203734951,82.11027794250562,0.0,1.0
CYP,Cyprus,2022,99.38859653450577,29353.00590921221,0.8787337875861527,0.8504306325688888,90.83220420017432,82.12523499792701,0.0,1.0
CYP,Cyprus,2023,99.38411917292244,29519.212445299367,0.8787337875861527,0.8504306325688888,90.43806193043416,82.13914039226064,0.0,1.0
CZE,Czechia,2021,99.14000896939015,24225.87333039934,0.915060075913463,0.7404240608820363,95.51425735549842,77.99094641670611,0.0,1.0
CZE,Czechia,2022,99.14001175110275,24661.808239230762,0.915060075913463,0.7404240608820363,95.45742385568296,77.7344618498317,0.0,1.0
CZE,Czechia,2023,99.14001450440617,25093.383798973868,0.915060075913463,0.7404240608820363,95.41195705583058,77.5166112971674,0.0,1.0
DEU,Germany,2021,99.23097674405142,47778.8458494906,0.9715031348351816,0.724447056664402,92.98620936645894,80.83643923645968,0.0,1.0
DEU,Germany,2022,99.23163682047576,47960.02870034571,0.9715031348351816,0.724447056664402,92.98116507225039,80.83882291026421,0.0,1.0
DEU,Germany,2023,99.23229029613584,48139.39972269227,0.9715031348351816,0.724447056664402,92.97712963688356,80.84072984930785,0.0,1.0
DJI,Djibouti,2021,67.65375282540965,2952.362597227273,0.8292422209140642,0.8501800468393508,65.08354590787006,65.45899831951296,0.0,0.0
DJI,Djibouti,2022,68.39918324022716,3009.2449016398623,0.8292422209140642,0.8501800468393508,60.99674166892443,65.56676748416882,0.0,0.0
DJI,Djibouti,2023,69.13380638820631,3059.638843376844,0.8292422209140642,0.8501800468393508,57.72729827720836,65.67013648198534,0.0,0.0
DNK,Denmark,2021,99.6,61766.649170429875,0.9803394379662729,0.7449010613776293,95.97819726950209,81.54544810185577,0.0,1.0
DNK,Denmark,2022,99.6,62596.68160375441,0.9803394379662729,0.7449010613776293,95.84907910187209,81.70636277230484,0.0,1.0
DNK,Denmark,2023,99.6,63418.4137127457,0.9803394379662729,0.7449010613776293,95.74578456776803,81.8606613997274,0.0,1.0
DOM,Dominican Republic,2021,88.19803748236339,7098.123571264713,0.8569029930361246,0.786872775223452,80.72938449375847,73.615144854516,0.0,0.0
DOM,Dominican Republic,2022,88.6932939057103,6888.060332444441,0.8569029930361246,0.786872775223452,78.73082667326648,73.5970297110807,0.0,0.0
