SpatialDimValueCode,Location,Period,Sanitation,GdpPerCapita,PositiveCoef,NegativeCoef,ImmunizationMean,SmoothingLifeExpectancy,Reg_AFR,Reg_EUR
BFA,Burkina Faso,2023,24.80475943412836,880.3447680680075,0.7518209766041757,0.8848136451886617,90.00063377999766,63.89215918925257,1.0,0.0
BGD,Bangladesh,2021,57.95311722489092,2404.570262222031,0.7493932511213188,0.8046762940932458,97.67074721628428,73.28293467939864,0.0,0.0
BGD,Bangladesh,2022,59.46616157908759,2549.7179907588334,0.7493932511213188,0.8046762940932458,97.67075930068006,73.15373523670839,0.0,0.0
BGD,Bangladesh,2023,60.971640711513274,2693.4432951104523,0.7493932511213188,0.8046762940932458,97.67076896819668,73.03524911149165,0.0,0.0
BGR,Bulgaria,2021,86.05247453552731,10648.643258526105,0.8710691922061089,0.6510282788029502,89.62100049893174,73.25488807375795,0.0,1.0
BGR,Bulgaria,2022,86.06634392092347,11032.23213240866,0.8710691922061089,0.6510282788029502,88.84251732565131,72.87797943244063,0.0,1.0
BGR,Bulgaria,2023,86.08007461246567,11382.921670007647,0.8710691922061089,0.6510282788029502,88.21973078702595,72.57645251938678,0.0,1.0
BHR,Bahrain,2021,100.0000075845204,24251.114801771466,0.8604878521087453,0.7293132893965352,98.28926878320176,74.64777353978684,0.0,0.0
BHR,Bahrain,2022,100.00000902520478,23596.42116603186,0.8604878521087453,0.7293132893965352,98.15766732084145,74.30122235687891,0.0,0.0
BHR,Bahrain,2023,100.00001045110471,22948.274466649655,0.8604878521087453,0.7293132893965352,98.0523861509532,73.99572794201731,0.0,0.0
BHS,Bahamas,2021,86.09165285048672,23621.07798467782,0.8977969716520754,0.6885415426755792,82.81867227335724,72.38713880879384,0.0,0.0
BHS,Bahamas,2022,85.00980886632095,20816.79401484779,0.8977969716520754,0.6885415426755792,81.4408002943588,72.47771095747517,0.0,0.0
BHS,Bahamas,2023,84.14433367898833,18036.314481326095,0.8977969716520754,0.6885415426755792,80.33850271116006,72.55016867642024,0.0,0.0
BIH,Bosnia and Herzegovina,2021,97.32198600295706,6350.211614525317,0.8832483908582909,0.7096321658551652,68.15217658536186,75.40916509563759,0.0,1.0
BIH,Bosnia and Herzegovina,2022,97.47099684746874,6516.549984390117,0.8832483908582909,0.7096321658551652,67.40333107990205,75.00258480904233,0.0,1.0
BIH,Bosnia and Herzegovina,2023,97.5902055230781,6681.886612567995,0.8832483908582909,0.7096321658551652,66.80425467553192,74.67732057976612,0.0,1.0
BLR,Belarus,2021,99.87760282345992,6693.299377690018,0.8591725512531427,0.6365756140142445,96.88881478698661,72.81008102736733,0.0,1.0
BLR,Belarus,2022,100.21453738963119,6749.574001676427,0.8591725512531427,0.6365756140142445,96.67606399544485,72.41201797389995,0.0,1.0
BLR,Belarus,2023,100.5497872829716,6796.098670316396,0.8591725512531427,0.6365756140142445,96.50586336221146,72.09356753112604,0.0,1.0
BLZ,Belize,2021,88.32397712918906,5005.6776603488,0.8567484762940526,0.6597911554653448,77.57531024331585,74.74100325063749,0.0,0.0
BLZ,Belize,2022,88.40379884621152,4639.868160441566,0.8567484762940526,0.6597911554653448,73.40995024245856,74.7493671368117,0.0,0.0
BLZ,Belize,2023,88.48034143906116,4276.8629002862235,0.8567484762940526,0.6597911554653448,70.07766224177274,74.75643026353146,0.0,0.0
BOL,Bolivia (Plurinational State of),2021,67.47016154391034,3058.420036810513,0.8604513354300168,0.7656901966356469,66.67609288989414,66.11598388458022,0.0,0.0
BOL,Bolivia (Plurinational State of),2022,69.27201456315423,2959.5502658720643,0.8604513354300168,0.7656901966356469,63.49530811829892,64.59936180059232,0.0,0.0
BOL,Bolivia (Plurinational State of),2023,71.0648583173019,2875.2689124133717,0.8604513354300168,0.7656901966356469,60.95068030102275,63.386064133401995,0.0,0.0
BRA,Brazil,2021,90.8709093619432,6355.311528334381,0.8587395505452776,0.6384362668017451,74.46471380188747,73.94509136704015,0.0,0.0
BRA,Brazil,2022,91.65328991939545,5384.073791841683,0.8587395505452776,0.6384362668017451,72.17556457570427,73.63017865836709,0.0,0.0
BRA,Brazil,2023,92.43041770903189,4418.971024476798,0.8587395505452776,0.6384362668017451,70.34424519475772,73.37824849142864,0.0,0.0
BRB,Barbados,2021,98.4246688469753,18102.816101157412,0.8875452748593036,0.765675597293228,85.19854334719555,77.06040687755971,0.0,0.0
BRB,Barbados,2022,98.69658595425919,17577.62055850525,0.8875452748593036,0.765675597293228,83.79431947401379,77.26457966570396,0.0,0.0
BRB,Barbados,2023,98.96128312791132,17135.103091440837,0.8875452748593036,0.765675597293228,82.67094037546839,77.42791789621936,0.0,0.0
BRN,Brunei Darussalam,2021,98.25348005751124,26096.36521919436,0.8635598755086213,0.7637794425127094,99.04197688183595,76.84018330613935,0.0,0.0
BRN,Brunei Darussalam,2022,99.45365305292208,24788.442300740393,0.8635598755086213,0.7637794425127094,99.1534273949756,76.91079290942751,0.0,0.0
BRN,Brunei Darussalam,2023,100.64782518335585,23493.598611470967,0.8635598755086213,0.7637794425127094,99.2425878054873,76.9690093675896,0.0,0.0
BTN,Bhutan,2021,77.99478584141637,3178.529444906399,0.8243598094072746,0.718795381399945,94.17384630356486,74.66923444630106,0.0,0.0
BTN,Bhutan,2022,79.28722003674976,3090.110330197106,0.8243598094072746,0.718795381399945,93.51212923810179,74.90992740224178,0.0,0.0
BTN,Bhutan,2023,80.57319206110647,3002.3001203142426,0.8243598094072746,0.718795381399945,92.98275558573134,75.12136016188062,0.0,0.0
BWA,Botswana,2021,80.96298852614048,6121.588668002592,0.8451353149792491,0.9017346746889364,92.03331375112425,65.5350621949051,1.0,0.0
BWA,Botswana,2022,81.74152240378366,5773.971865157628,0.8451353149792491,0.9017346746889364,91.12663688388042,65.83210658918406,1.0,0.0
BWA,Botswana,2023,82.50425057188468,5428.926025774555,0.8451353149792491,0.9017346746889364,90.40129539008535,66.10253713735749,1.0,0.0
CAF,Central African Republic,2021,13.756824523156535,469.09770162651904,0.8076342175256936,0.9297369293644443,42.849570161989405,53.47847145878754,1.0,0.0
CAF,Central African Republic,2022,13.39642325070452,474.48602537954633,0.8076342175256936,0.9297369293644443,42.77310178465466,53.78969350805056,1.0,0.0
